locus,cluster,Condition,log2FoldChange,padj,Pathway,Protein,Process,Process.abbr,Gene.names
sll1692,1,ssl2982,1.0647344718404,6.43733770243e-4,NA,hypothetical protein,Hypothetical,Hypoth,sll1692
ssl0294,1,ssl2982,1.07063102670717,2.57303108388573e-18,NA,hypothetical protein,Hypothetical,Hypoth,ssl0294
sll0615,1,ssl2982,1.07312711334654,1.711159080473e-6,NA,hypothetical protein,Hypothetical,Hypoth,sll0615
slr0602,1,ssl2982,1.07330361231501,9.69849061610684e-5,NA,unknown protein,Unknown,Unknown,slr0602
sll0102,1,ssl2982,1.07393792905117,1.95812285832875e-11,NA,hypothetical protein,Hypothetical,Hypoth,sll0102
slr2024,1,ssl2982,1.0790543496704,2.97635916356851e-8,NA,two-component response regulator CheY subfamily,Regulatory functions,Regul,slr2024
slr1687,1,ssl2982,1.07957008152828,0.00571938261583,NA,hypothetical protein,Hypothetical,Hypoth,slr1687
sll1194,1,ssl2982,1.07988634216862,1.94170988285952e-13,Photosystem II,photosystem II 12 kDa extrinsic protein,Photosynthesis and respiration,Photosynth,psbU sll1194
sll1853,1,ssl2982,1.08185344574338,1.85267268722e-4,NA,unknown protein,Unknown,Unknown,sll1853
sll0749,1,ssl2982,1.08494660045308,2.65255598608513e-5,NA,hypothetical protein,Hypothetical,Hypoth,sll0749
sll1891,1,ssl2982,1.09354314175541,4.43018521141294e-6,NA,unknown protein,Unknown,Unknown,sll1891
slr1604,1,ssl2982,1.10142263753294,8.74930539000989e-7,Cell division,cell division protein FtsH,Cellular processes,CellProc,ftsH3 slr1604
slr0818,1,ssl2982,1.11137404582609,2.31421871051e-4,NA,hypothetical protein,Hypothetical,Hypoth,slr0818
slr0947,1,ssl2982,1.1120357396021,2.09472779541359e-5,NA,response regulator for energy transfer from phycobilisomes to photosystems,Regulatory functions,Regul,slr0947
ssr2831,1,ssl2982,1.11207257878761,1.50149094112601e-10,Photosystem I,photosystem I subunit IV,Photosynthesis and respiration,Photosynth,psaE ssr2831
sll1072,1,ssl2982,1.12248851510363,5.28064225666407e-7,NA,hypothetical protein,Hypothetical,Hypoth,sll1072
slr2051,1,ssl2982,1.12802907754213,1.25188071330044e-26,Phycobilisome,phycobilisome rod-core linker polypeptide,Photosynthesis and respiration,Photosynth,slr2051
slr1734,1,ssl2982,1.13058948522478,2.77892031846594e-7,Pentose phosphate pathway,glucose 6-phosphate dehydrogenase assembly protein,Energy metabolism,Energy,opcA slr1734
sll2012,1,ssl2982,1.13355002061225,2.83729261043e-4,"RNA synthesis, modification, and DNA transcription",group2 RNA polymerase sigma factor SigD,Transcription,Transcript,sll2012
sll1541,1,ssl2982,1.1417494290959,3.68404408329e-4,Carotenoid,"Apocarotenoid-15,15-oxygenase (ACO)","Biosynthesis of cofactors, prosthetic groups, and carriers",Cofactors,sll1541
sll0944,1,ssl2982,1.14226673780048,2.21262017797532e-6,NA,hypothetical protein,Hypothetical,Hypoth,sll0944
sll1774,1,ssl2982,1.15065316717971,1.47677040875982e-6,NA,hypothetical protein,Hypothetical,Hypoth,sll1774
ssr2595,1,ssl2982,1.1509477079488,5.38306873223e-4,Adaptations and atypical conditions,"high light-inducible polypeptide HliB, CAB/ELIP/HLIP superfamily",Other categories,Other,ssr2595
sll1425,1,ssl2982,1.15193055953259,2.30055782023564e-12,Aminoacyl tRNA synthetases and tRNA modification,proline-tRNA ligase,Translation,Translat,proS sll1425
slr1783,1,ssl2982,1.15597455830745,6.38687635095054e-19,NA,two-component response regulator NarL subfamily,Regulatory functions,Regul,slr1783
slr1544,1,ssl2982,1.15707822115008,8.62176468228875e-5,NA,unknown protein,Unknown,Unknown,slr1544
sll1835,1,ssl2982,1.15723265334214,2.30038606599e-4,"Membranes, lipoproteins, and porins","putative curli production assembly/transport component, periplasmic protein",Cell envelope,Envelope,sll1835
slr6040,1,ssl2982,1.16146990565973,1.73383298975721e-12,NA,two-component response regulator,Regulatory functions,Regul,slr6040
sll0645,1,ssl2982,1.16165270660169,4.16408977319242e-9,NA,unknown protein,Unknown,Unknown,sll0645
sll1852,1,ssl2982,1.17287603667002,1.79688999828e-4,Interconversions and salvage of nucleosides and nucleotides,nucleoside diphosphate kinase,"Purines, pyrimidines, nucleosides, and nucleotides",Nucleot,ndk ndkR sll1852
sll1011,1,ssl2982,1.17744103830136,3.45778199130027e-5,NA,hypothetical protein,Hypothetical,Hypoth,sll1011
ssl2250,1,ssl2982,1.18011010633693,5.15617614930174e-8,Drug and analog sensitivity,bacterioferritin-associated ferredoxin,Other categories,Other,ssl2250
slr0081,1,ssl2982,1.18675944396249,5.94724926461146e-5,NA,two-component response regulator OmpR subfamily,Regulatory functions,Regul,slr0081
slr0927,1,ssl2982,1.19333561953299,1.76055688199519e-19,Photosystem II,photosystem II reaction center D2 protein,Photosynthesis and respiration,Photosynth,slr0927
ssl0511,1,ssl2982,1.1990364464621,4.55020800307482e-5,NA,hypothetical protein,Hypothetical,Hypoth,ssl0511
slr2006,1,ssl2982,1.20121063365829,0.053595168598606,NA,hypothetical protein,Hypothetical,Hypoth,slr2006
sll1682,1,ssl2982,1.20124981446899,1.29687165497217e-9,Amino acids and amines,alanine dehydrogenase,Energy metabolism,Energy,sll1682
sll0789,1,ssl2982,1.2157322724033,3.32349293168657e-13,NA,two-component response regulator OmpR subfamily,Regulatory functions,Regul,sll0789
slr0967,1,ssl2982,1.24891743144709,2.738563402e-4,NA,hypothetical protein,Hypothetical,Hypoth,slr0967
sll0858,1,ssl2982,1.2591530818665,0.019258996056496,NA,hypothetical protein,Hypothetical,Hypoth,sll0858
slr0681,1,ssl2982,1.26025212250519,2.61270783536169e-7,NA,probable sodium/calcium exchanger protein,Transport and binding proteins,Transport,slr0681
slr1928,1,ssl2982,1.2616669317159,3.60060871568295e-6,NA,type 4 pilin-like protein,Unknown,Unknown,slr1928
slr1811,1,ssl2982,1.264525632053,1.26223053406365e-9,NA,hypothetical protein,Hypothetical,Hypoth,slr1811
sll1867,1,ssl2982,1.27763618121507,1.00509403944912e-10,Photosystem II,photosystem II D1 protein,Photosynthesis and respiration,Photosynth,sll1867
ssl2501,1,ssl2982,1.2903621891726,3.38204766966579e-9,NA,unknown protein,Unknown,Unknown,ssl2501
slr0925,1,ssl2982,1.30762907698997,7.54103029875465e-10,NA,single-stranded DNA-binding protein,"DNA replication, restriction, modification, recombination, and repair",DNArep,ssb slr0925
ssl2542,1,ssl2982,1.31869665989011,9.1965373385e-4,Adaptations and atypical conditions,"high light-inducible polypeptide HliA, CAB/ELIP/HLIP superfamily",Other categories,Other,ssl2542
ssr2723,1,ssl2982,1.32814736143985,2.48241838291619e-9,NA,hypothetical protein,Hypothetical,Hypoth,ssr2723
sll0909,1,ssl2982,1.3345153791898,2.88775860956e-4,NA,unknown protein,Unknown,Unknown,sll0909
sll1483,1,ssl2982,1.35628629175633,0.004431652551681,"Membranes, lipoproteins, and porins","periplasmic protein, similar to transforming growth factor induced protein",Cell envelope,Envelope,sll1483
sll1426,1,ssl2982,1.37026648039359,4.07798502653609e-9,NA,unknown protein,Unknown,Unknown,sll1426
sll0185,1,ssl2982,1.37168633626129,1.93310303656731e-6,"RNA synthesis, modification, and DNA transcription","putative Rho-like protein, DNA-templated transcription, termination",Transcription,Transcript,sll0185
slr0601,1,ssl2982,1.3744219237394,5.65460797191401e-21,NA,unknown protein,Unknown,Unknown,slr0601
slr1440,1,ssl2982,1.38603566232651,4.49039618100239e-7,NA,hypothetical protein,Hypothetical,Hypoth,slr1440
slr1136,1,ssl2982,1.39504591347224,2.64455055201469e-14,Respiratory terminal oxidases,cytochrome c oxidase subunit II,Photosynthesis and respiration,Photosynth,ctaC coxB slr1136
sll0103,1,ssl2982,1.41400980679891,2.27994842869164e-11,NA,hypothetical protein,Hypothetical,Hypoth,sll0103
sll1691,1,ssl2982,1.42238537935334,0.030085757938298,NA,hypothetical protein,Hypothetical,Hypoth,sll1691
sll1071,1,ssl2982,1.43866564412458,0.003999474170661,NA,hypothetical protein,Hypothetical,Hypoth,sll1071
slr1133,1,ssl2982,1.45246773603019,9.7595973448235e-19,Glutamate family / Nitrogen assimilation,L-argininosuccinate lyase,Amino acid biosynthesis,AminoAcids,argH slr1133
slr6039,1,ssl2982,1.46084215494083,9.65652808752951e-13,NA,hypothetical protein,Hypothetical,Hypoth,slr6039
slr0940,1,ssl2982,1.46521637653495,3.64714128399147e-5,Carotenoid,zeta-carotene desaturase,"Biosynthesis of cofactors, prosthetic groups, and carriers",Cofactors,crtQ slr0940
slr5037,1,ssl2982,1.4845487580164,1.88693104399e-4,NA,hypothetical protein,Hypothetical,Hypoth,slr5037
sll0617,1,ssl2982,1.49410444295614,5.24251604512806e-13,"Membranes, lipoproteins, and porins",plasma membrane protein essential for thylakoid formation,Cell envelope,Envelope,sll0617
slr1322,1,ssl2982,1.49457999784394,8.86781167241134e-10,NA,putative modulator of DNA gyrase; TldD,"DNA replication, restriction, modification, recombination, and repair",DNArep,slr1322
sll0788,1,ssl2982,1.54697683880928,1.0308004448931e-13,NA,hypothetical protein,Hypothetical,Hypoth,sll0788
sll1566,1,ssl2982,1.56484724506583,2.50742580731564e-16,Polysaccharides and glycoproteins,glucosylglycerolphosphate synthase,Central intermediary metabolism,CentralMet,ggpS sll1566
slr1254,1,ssl2982,1.59438352164449,1.19262999533369e-8,Carotenoid,phytoene dehydrogenase (phytoene desaturase),"Biosynthesis of cofactors, prosthetic groups, and carriers",Cofactors,pds crtD slr1254
slr1291,1,ssl2982,1.77277926195651,5.02830315268988e-9,NADH dehydrogenase,NADH dehydrogenase subunit 4,Photosynthesis and respiration,Photosynth,ndhD2 slr1291
ssl0832,1,ssl2982,1.81527532900389,1.711159080473e-6,NA,hypothetical protein,Hypothetical,Hypoth,ssl0832
slr1919,1,ssl2982,1.81871373579529,5.78421572218637e-8,NA,putative protein kinase,Regulatory functions,Regul,slr1919
ssr2016,1,ssl2982,1.89773134294399,0.001434680184792,NA,hypothetical protein,Hypothetical,Hypoth,ssr2016
sll1796,1,ssl2982,1.96958039213965,1.20063533973802e-37,Soluble electron carriers,cytochrome c553,Photosynthesis and respiration,Photosynth,petJ sll1796
sll0662,1,ssl2982,2.38271331558793,5.22400492505235e-41,"Thioredoxin, glutaredoxin, and glutathione","4Fe-4S type iron-sulfur protein, probable glutaredoxin","Biosynthesis of cofactors, prosthetic groups, and carriers",Cofactors,sll0662
ssl1263,1,ssl2982,2.3901615682023,6.47850874966713e-41,NA,hypothetical protein,Hypothetical,Hypoth,ssl1263
sll0330,1,ssl2982,2.3993385508572,0.011285961859462,NA,sepiapterine reductase,"Fatty acid, phospholipid and sterol metabolism",FattyAcids,sll0330
ssr2194,1,ssl2982,2.61583794968856,0.002672007658778,NA,unknown protein,Unknown,Unknown,ssr2194
ssr2153,1,ssl2982,2.65808706388451,1.01781929172e-4,NA,unknown protein,Unknown,Unknown,ssr2153
sll0661,1,ssl2982,2.72579843421551,3.03370077890469e-33,NA,hypothetical protein YCF35,Hypothetical,Hypoth,sll0661
slr1704,1,ssl2982,2.93146171328065,1.69923262731e-4,NA,hypothetical protein,Hypothetical,Hypoth,slr1704
sll1969,2,sll1969,-1.6704124615619,3.90184510001332e-15,NA,ppnK NAD+ kinase,"Fatty acid, phospholipid and sterol metabolism",FattyAcids,ppnK sll1969
slr5085,2,sll1969,-1.36964213227821,NA,NA,unknown protein,Unknown,Unknown,slr5085
sll1851,2,sll1969,-1.07864133769529,NA,NA,unknown protein,Unknown,Unknown,sll1851
slr0797,2,sll1969,-0.867858483562989,0.211383195486469,NA,cobalt-transporting P-type ATPase (cobalt efflux pump) involved in cobalt tolerance,Transport and binding proteins,Transport,slr0797
sll0846,2,sll1969,-0.800840843458638,0.289140731723552,NA,hypothetical protein,Hypothetical,Hypoth,sll0846
sll1710,2,sll1969,-0.68892087339854,0.442029508572785,Transposon-related functions,putative transposase [ISY523b: 1275354 - 1276224],Other categories,Other,sll1710
slr1927,2,sll1969,-0.687255888186021,0.385985241628764,NA,hypothetical protein,Hypothetical,Hypoth,slr1927
sll1319,2,sll1969,-0.679649197318911,0.385985241628764,NA,uncharacterized transporter,Transport and binding proteins,Transport,sll1319
sll1917,2,sll1969,-0.650046250288777,0.405530986027319,"Cobalamin, heme, phycobilin and porphyrin","coproporphyrinogen III oxidase, anaerobic (oxygen-independent)","Biosynthesis of cofactors, prosthetic groups, and carriers",Cofactors,sll1917
sll0378,2,sll1969,-0.594970000292007,0.487373777782441,"Cobalamin, heme, phycobilin and porphyrin",uroporphyrin-III C-methyltransferase,"Biosynthesis of cofactors, prosthetic groups, and carriers",Cofactors,cobA sll0378
slr2077,2,sll1969,-0.587674336914558,0.089079671899765,NA,"probable ABC transporter, periplasmic binding protein",Transport and binding proteins,Transport,slr2077
ssr5074,2,sll1969,-0.582233314954232,NA,NA,unknown protein,Unknown,Unknown,ssr5074
slr1285,2,sll1969,-0.566656424062227,0.460925220985353,NA,two-component sensor histidine kinase,Regulatory functions,Regul,slr1285
slr5022,2,sll1969,-0.557059266036407,0.385985241628764,Other,probable aminotransferase,Other categories,Other,slr5022
slr0199,2,sll1969,-0.556884996705877,0.460925220985353,Aromatic amino acid family,"putative glutamine amidotransferase, ergothioneine biosynthesis",Amino acid biosynthesis,AminoAcids,slr0199
slr1222,2,sll1969,-0.538253628799278,0.340278347338122,NA,unknown protein,Unknown,Unknown,slr1222
slr0640,2,sll1969,-0.527114730234099,0.089079671899765,NA,two-component sensor histidine kinase,Regulatory functions,Regul,slr0640
sll0864,2,sll1969,-0.5231012062924,0.484055575774819,NA,hypothetical protein,Hypothetical,Hypoth,sll0864
slr0231,2,sll1969,-0.52140208033191,NA,Other,probable DNA-3-methyladenine glycosylase,Other categories,Other,slr0231
slr5112,2,sll1969,-0.513013420235772,NA,NA,unknown protein,Unknown,Unknown,slr5112
sll0792,2,sll1969,-0.510669520552428,0.375510049539544,NA,Zinc-responsive repressor ZiaR,Regulatory functions,Regul,ziaR smtB sll0792
sll1634,2,sll1969,-0.505806127711833,0.289140731723552,NA,hypothetical protein,Hypothetical,Hypoth,sll1634
ssr1499,2,sll1969,-0.503802053100289,NA,NA,hypothetical protein,Hypothetical,Hypoth,ssr1499
sll1231,2,sll1969,-0.481554587247577,0.407609697359728,Sugars,mannosyltransferase,Energy metabolism,Energy,sll1231
slr0755,2,sll1969,-0.480468029355868,0.680423754376789,NA,hypothetical protein,Hypothetical,Hypoth,slr0755
sll1258,2,sll1969,-0.479443170885752,0.416610047372678,Pyrimidine ribonucleotide biosynthesis,dCTP deaminase,"Purines, pyrimidines, nucleosides, and nucleotides",Nucleot,sll1258
slr7052,2,sll1969,-0.477944610797447,NA,NA,unknown protein,Unknown,Unknown,slr7052
slr6045,2,sll1969,-0.477720293062779,0.485803345173828,NA,unknown protein,Unknown,Unknown,slr6045
sll0825,2,sll1969,-0.473065981809562,0.541239847453943,Ribosomal proteins: synthesis and modification,polyA polymerase,Translation,Translat,sll0825
slr0639,2,sll1969,-0.470977929338472,0.527383176762954,NA,mechanosensitive ion channel homolog,Transport and binding proteins,Transport,slr0639
sll1611,2,sll1969,-0.470508617620508,0.463972547088527,NA,unknown protein,Unknown,Unknown,sll1611
slr2118,2,sll1969,-0.469668967718652,0.442029508572785,NA,unknown protein,Unknown,Unknown,slr2118
sll5003,2,sll1969,-0.466328406935915,0.460925220985353,NA,hypothetical protein,Hypothetical,Hypoth,sll5003
slr0108,2,sll1969,-0.464352683892551,0.52476676408392,NA,unknown protein,Unknown,Unknown,slr0108
slr1963,2,sll1969,-0.463576717647831,0.488464921148694,Adaptations and atypical conditions,Orange carotenoid-binding protein,Other categories,Other,slr1963
ssr1258,2,sll1969,-0.457117397923463,0.572488564128448,NA,hypothetical protein,Hypothetical,Hypoth,ssr1258
slr0913,2,sll1969,-0.453338572702778,0.388066056871306,NA,unknown protein,Unknown,Unknown,slr0913
slr1827,2,sll1969,-0.432417393131331,0.460402326858319,NA,hypothetical protein,Hypothetical,Hypoth,slr1827
slr5012,2,sll1969,-0.429487230154916,0.488464921148694,NA,hypothetical protein,Hypothetical,Hypoth,slr5012
sll5062,2,sll1969,-0.425717919649069,0.553809843056452,NA,unknown protein,Unknown,Unknown,sll5062
sll0494,2,sll1969,-0.422868824247804,0.560875377264511,NA,unknown protein,Unknown,Unknown,sll0494
sll1900,2,sll1969,-0.417708526090149,0.385985241628764,Other,acetyltransferase,Other categories,Other,sll1900
slr0023,2,sll1969,-0.40767562015522,0.355740969262174,NA,unknown protein,Unknown,Unknown,slr0023
slr1862,2,sll1969,-0.403321218536148,0.568711399065453,NA,unknown protein,Unknown,Unknown,slr1862
ssr2848,2,sll1969,-0.396047367804446,0.560875377264511,NA,unknown protein,Unknown,Unknown,ssr2848
sll0085,2,sll1969,-0.377124946210281,0.407609697359728,NA,unknown protein,Unknown,Unknown,sll0085
slr6106,2,sll1969,-0.373982546724161,NA,NA,hypothetical protein,Hypothetical,Hypoth,slr6106
sll0448,2,sll1969,-0.371350554393696,NA,NA,unknown protein,Unknown,Unknown,sll0448
sll5028,2,sll1969,-0.368743183334347,0.619476407943595,NA,hypothetical protein,Hypothetical,Hypoth,sll5028
sll5046,2,sll1969,-0.364639672263217,0.407609697359728,NA,unknown protein,Unknown,Unknown,sll5046
slr0510,2,sll1969,-0.364209628500804,0.438419155251893,NA,hypothetical protein,Hypothetical,Hypoth,slr0510
sll0360,2,sll1969,-0.363684720116684,0.468534366460192,NA,hypothetical protein,Hypothetical,Hypoth,sll0360
slr0813,2,sll1969,-0.363659829954759,0.558250052140159,NA,yidC YidC/Oxa1 family membrane protein insertase,"Fatty acid, phospholipid and sterol metabolism",FattyAcids,yidC slr0813
sll1318,2,sll1969,-0.362950892004508,0.588572639020839,NA,hypothetical protein,Hypothetical,Hypoth,sll1318
slr0272,2,sll1969,-0.349464190653009,NA,NA,unknown protein,Unknown,Unknown,slr0272
sll5057,2,sll1969,-0.349079435062793,0.483438372198192,Other,probable glycosyltransferase,Other categories,Other,sll5057
slr1074,2,sll1969,-0.345386500994955,0.460925220985353,NA,polysaccharide transmembrane transporter Wzy,Transport and binding proteins,Transport,slr1074
ssl3177,2,sll1969,-0.341324690044955,0.407609697359728,NA,hypothetical protein,Hypothetical,Hypoth,ssl3177
sll5047,2,sll1969,-0.338595203548128,0.385985241628764,NA,polysaccharide transmembrane transporter Wzy,Transport and binding proteins,Transport,sll5047
slr1552,2,sll1969,-0.335412082272393,0.460925220985353,NA,unknown protein,Unknown,Unknown,slr1552
slr0142,2,sll1969,-0.334067467561671,0.506242660231697,NA,hypothetical protein,Hypothetical,Hypoth,slr0142
slr0914,2,sll1969,-0.329514422609278,0.437018309428036,NA,unknown protein,Unknown,Unknown,slr0914
slr5013,2,sll1969,-0.329047661666598,0.535892869512435,NA,unknown protein,Unknown,Unknown,slr5013
slr2121,2,sll1969,-0.322880150376877,0.560875377264511,Glycolate pathway,TSPO translocator protein,Energy metabolism,Energy,TSPO slr2121
slr1547,2,sll1969,-0.316035112541231,0.568711399065453,NA,hypothetical protein,Hypothetical,Hypoth,slr1547
sll1531,2,sll1969,-0.31326208569004,0.385985241628764,NA,unknown protein,Unknown,Unknown,sll1531
slr1974,2,sll1969,-0.311576544376308,0.506242660231697,Other,GTP binding protein,Other categories,Other,der engA slr1974
slr6090,2,sll1969,-0.295109867993868,0.385985241628764,NA,unknown protein,Unknown,Unknown,slr6090
ssr5019,2,sll1969,-0.289072950466283,NA,NA,hypothetical protein,Hypothetical,Hypoth,ssr5019
sll1095,2,sll1969,-0.284314854194904,0.55631696239068,NA,hypothetical protein,Hypothetical,Hypoth,sll1095
slr1495,2,sll1969,-0.283886784766814,0.540885166536556,NA,hypothetical protein,Hypothetical,Hypoth,slr1495
sll1003,2,sll1969,-0.282531403539569,0.649635036182511,NA,two-component sensor histidine kinase,Regulatory functions,Regul,sll1003
slr7102,2,sll1969,-0.276568673994267,0.619476407943595,NA,hypothetical protein,Hypothetical,Hypoth,slr7102
slr0286,2,sll1969,-0.275845974091515,NA,NA,protein involved in functional assembly of photosystem II,Unknown,Unknown,slr0286
slr1262,2,sll1969,-0.273361081492239,0.620741977140249,NA,hypothetical protein,Hypothetical,Hypoth,slr1262
sll0686,2,sll1969,-0.27315780759922,0.560875377264511,Other,probable cytochrome c-type biogenesis protein,Other categories,Other,sll0686
slr1163,2,sll1969,-0.271589738265617,0.407609697359728,NA,unknown protein,Unknown,Unknown,slr1163
slr5053,2,sll1969,-0.271248163062134,NA,NA,unknown protein,Unknown,Unknown,slr5053
slr6058,2,sll1969,-0.267389375278309,NA,NA,hypothetical protein,Hypothetical,Hypoth,slr6058
slr1025,2,sll1969,-0.267296803944662,0.698225622947766,NA,hypothetical protein,Hypothetical,Hypoth,slr1025
ssl5129,2,sll1969,-0.266753204504937,NA,NA,hypothetical protein,Hypothetical,Hypoth,ssl5129
ssl3580,2,sll1969,-0.263773446131271,0.460925220985353,Hydrogenase,putative hydrogenase expression/formation protein HypC,Other categories,Other,hypC ssl3580
slr0689,2,sll1969,-0.26180803724987,0.385985241628764,NA,hypothetical protein,Hypothetical,Hypoth,slr0689
slr0572,2,sll1969,-0.257287362715616,NA,NA,unknown protein,Unknown,Unknown,slr0572
sll5026,2,sll1969,-0.255112285252455,0.479499729321389,NA,hypothetical protein,Hypothetical,Hypoth,sll5026
sll0848,2,sll1969,-0.254651599199462,0.639249415531752,NA,chromosomal replication initiator protein DnaA,"DNA replication, restriction, modification, recombination, and repair",DNArep,dnaA sll0848
slr0554,2,sll1969,-0.253666494948196,0.487373777782441,NA,hypothetical protein,Hypothetical,Hypoth,slr0554
sll0181,2,sll1969,-0.251369728319496,0.608638493898884,NA,unknown protein,Unknown,Unknown,sll0181
sll0922,2,sll1969,-0.249295397216788,NA,NA,unknown protein,Unknown,Unknown,sll0922
sll0474,2,sll1969,-0.242429163354987,0.658171196368298,NA,two-component hybrid sensor and regulator,Regulatory functions,Regul,sll0474
slr1261,2,sll1969,-0.229528678433872,0.698510187384861,NA,hypothetical protein,Hypothetical,Hypoth,slr1261
slr8038,2,sll1969,-0.21638342127286,0.460925220985353,WD repeat proteins,WD-repeat protein,Other categories,Other,slr8038
sll0793,2,sll1969,-0.20446503798461,0.677376143097261,NA,hypothetical protein,Hypothetical,Hypoth,sll0793
sll7027,2,sll1969,-0.201199906314217,0.754594460687331,NA,unknown protein,Unknown,Unknown,sll7027
slr7098,2,sll1969,-0.191506215901048,NA,NA,unknown protein,Unknown,Unknown,slr7098
slr1077,2,sll1969,-0.190402578969107,0.723388755630051,Other,probable glycosyltransferase,Other categories,Other,slr1077
ssl7042,2,sll1969,-0.188767575629579,0.776925631276813,NA,hypothetical protein,Hypothetical,Hypoth,ssl7042
sll1240,2,sll1969,-0.188736380150572,0.7844369808848,NA,unknown protein,Unknown,Unknown,sll1240
slr1259,2,sll1969,-0.184546529913861,0.689537963130983,NA,hypothetical protein,Hypothetical,Hypoth,slr1259
sll0924,2,sll1969,-0.182876338636947,0.619476407943595,NA,hypothetical protein,Hypothetical,Hypoth,sll0924
sll1623,2,sll1969,-0.172233602770159,0.677376143097261,NA,ABC transporter ATP-binding protein,Transport and binding proteins,Transport,sll1623
sll1469,2,sll1969,-0.17167161412156,0.798146343478806,NA,hypothetical protein,Hypothetical,Hypoth,sll1469
sll8048,2,sll1969,-0.170078999837017,0.658171196368298,NA,hypothetical protein,Hypothetical,Hypoth,sll8048
ssr7093,2,sll1969,-0.161237493649524,NA,Other,CRISPR-associated endoribonuclease Cas2 3,Other categories,Other,cas2-3 ssr7093
sll1830,2,sll1969,-0.160250320276212,0.726377714100922,NA,unknown protein,Unknown,Unknown,sll1830
slr0955,2,sll1969,-0.158971878888391,0.777505010465729,Aminoacyl tRNA synthetases and tRNA modification,probable tRNA/rRNA methyltransferase,Translation,Translat,slr0955
slr1260,2,sll1969,-0.145842602930679,0.796777289144777,NA,hypothetical protein,Hypothetical,Hypoth,slr1260
sll1510,2,sll1969,-0.139179114134645,0.817355731484595,NA,unknown protein,Unknown,Unknown,sll1510
slr7049,2,sll1969,-0.127778930830736,0.817355731484595,Transposon-related functions,resolvase,Other categories,Other,slr7049
slr0321,2,sll1969,-0.126902077428924,0.823149950378216,NA,GTP-binding protein ERA homolog,Regulatory functions,Regul,era slr0321
slr8044,2,sll1969,-0.126098641214722,0.819236643199954,NA,unknown protein,Unknown,Unknown,slr8044
sll0644,2,sll1969,-0.121214292935431,0.766743223111439,Other,probable esterase,Other categories,Other,sll0644
sll8019,2,sll1969,-0.118756771662242,0.829233562460404,NA,hypothetical protein,Hypothetical,Hypoth,sll8019
sll5063,2,sll1969,-0.111607481847075,0.872935091515933,NA,unknown protein,Unknown,Unknown,sll5063
slr1958,2,sll1969,-0.103879689001077,0.944444703085386,NA,unknown protein,Unknown,Unknown,slr1958
slr5111,2,sll1969,-0.102957491728503,0.90927327720493,NA,unknown protein,Unknown,Unknown,slr5111
slr1536,2,sll1969,-0.102230198352712,0.890174938032855,NA,ATP-dependent DNA helicase RecQ,"DNA replication, restriction, modification, recombination, and repair",DNArep,recQ slr1536
slr1591,2,sll1969,-0.095194631415594,0.819236643199954,NA,hypothetical protein,Hypothetical,Hypoth,slr1591
slr6107,2,sll1969,-0.089353547807361,NA,NA,hypothetical protein,Hypothetical,Hypoth,slr6107
sll8017,2,sll1969,-0.088133562331841,0.826518376954891,NA,unknown protein,Unknown,Unknown,sll8017
ssl5098,2,sll1969,-0.082495718188207,0.90655731329599,NA,unknown protein,Unknown,Unknown,ssl5098
slr2132,2,sll1969,-0.067928090736858,0.958841178563973,Pyruvate and acetyl-CoA metabolism,phosphotransacetylase,Energy metabolism,Energy,pta slr2132
sll8020,2,sll1969,-0.055003443776344,0.921858560565343,NA,hypothetical protein,Hypothetical,Hypoth,sll8020
slr0773,2,sll1969,-0.049527680529266,0.94447765656885,NA,hypothetical protein,Hypothetical,Hypoth,slr0773
sll1584,2,sll1969,-0.047756194942359,0.944444703085386,Soluble electron carriers,ferredoxin like protein,Photosynthesis and respiration,Photosynth,sll1584
slr1535,2,sll1969,-0.043222626214301,0.969237353739042,NA,hypothetical protein,Hypothetical,Hypoth,slr1535
ssr6002,2,sll1969,-0.038075824583807,NA,NA,unknown protein,Unknown,Unknown,ssr6002
ssr5092,2,sll1969,-0.032460133066434,NA,NA,hypothetical protein,Hypothetical,Hypoth,ssr5092
slr1916,2,sll1969,-0.032353542397041,0.944444703085386,Other,probable esterase,Other categories,Other,slr1916
sll5090,2,sll1969,-0.029103375565995,0.961445848891558,NA,unknown protein,Unknown,Unknown,sll5090
sll5089,2,sll1969,-0.029090894797987,0.958841178563973,NA,unknown protein,Unknown,Unknown,sll5089
slr1340,2,sll1969,-0.026642538264495,0.959111817420471,NA,unknown protein,Unknown,Unknown,slr1340
ssl7045,2,sll1969,-0.026525651981255,NA,NA,unknown protein,Unknown,Unknown,ssl7045
slr0868,2,sll1969,-0.007698310936124,0.99482671587912,NA,unknown protein,Unknown,Unknown,slr0868
sll1716,2,sll1969,-0.005987299926623,NA,Transposon-related functions,putative transposase [ISY523a: 967549 - 968419],Other categories,Other,sll1716
sll7055,2,sll1969,-0.005617694617749,NA,NA,unknown protein,Unknown,Unknown,sll7055
sll8034,2,sll1969,-0.004811748456505,0.99482671587912,Other,2-nitropropane dioxygenase,Other categories,Other,sll8034
slr0636,2,sll1969,-0.004544827924329,0.996721598830978,"Cobalamin, heme, phycobilin and porphyrin",probable cobalamin [5&#x27;-phosphate] synthase,"Biosynthesis of cofactors, prosthetic groups, and carriers",Cofactors,cobS slr0636
sll5049,2,sll1969,0.010393221541526,0.972022011555316,NA,"polysaccharide transmembrane transporter Wzx, flippase",Transport and binding proteins,Transport,sll5049
